,subject,trial_index,feature,word_question,user_answer,is_right,feature_appear,feature_disappear,question_appear,answer_time
42,102,42,green,green,right,True,2026-04-12_13-11-32.076,2026-04-12_13-11-33.601,2026-04-12_13-11-35.593,2026-04-12_13-11-36.427
43,102,43,green,red,left,True,2026-04-12_13-11-41.166,2026-04-12_13-11-42.688,2026-04-12_13-11-43.931,2026-04-12_13-11-44.668
44,102,44,kitchen,living_room,left,True,2026-04-12_13-11-48.552,2026-04-12_13-11-50.072,2026-04-12_13-11-51.853,2026-04-12_13-11-52.780
45,102,45,bathroom,bathroom,right,True,2026-04-12_13-11-57.209,2026-04-12_13-11-58.731,2026-04-12_13-12-00.598,2026-04-12_13-12-01.796
46,102,46,bathroom,kitchen,left,True,2026-04-12_13-12-07.406,2026-04-12_13-12-08.931,2026-04-12_13-12-10.589,2026-04-12_13-12-11.292
47,102,47,yellow,yellow,right,True,2026-04-12_13-12-16.534,2026-04-12_13-12-18.054,2026-04-12_13-12-19.355,2026-04-12_13-12-20.060
48,102,48,yellow,yellow,right,True,2026-04-12_13-12-25.156,2026-04-12_13-12-26.680,2026-04-12_13-12-27.723,2026-04-12_13-12-28.668
49,102,49,red,red,right,True,2026-04-12_13-12-32.124,2026-04-12_13-12-33.647,2026-04-12_13-12-35.225,2026-04-12_13-12-35.964
50,102,50,yellow,yellow,right,True,2026-04-12_13-12-54.293,2026-04-12_13-12-55.814,2026-04-12_13-12-57.438,2026-04-12_13-12-58.188
51,102,51,kitchen,kitchen,right,True,2026-04-12_13-13-01.722,2026-04-12_13-13-03.248,2026-04-12_13-13-04.659,2026-04-12_13-13-05.563
52,102,52,bathroom,bathroom,right,True,2026-04-12_13-13-11.038,2026-04-12_13-13-12.555,2026-04-12_13-13-13.813,2026-04-12_13-13-14.516
53,102,53,red,yellow,left,True,2026-04-12_13-13-19.726,2026-04-12_13-13-21.247,2026-04-12_13-13-22.832,2026-04-12_13-13-23.796
54,102,54,bathroom,bathroom,right,True,2026-04-12_13-13-29.125,2026-04-12_13-13-30.646,2026-04-12_13-13-32.373,2026-04-12_13-13-33.516
55,102,55,bathroom,kitchen,left,True,2026-04-12_13-13-38.021,2026-04-12_13-13-39.538,2026-04-12_13-13-40.800,2026-04-12_13-13-41.636
56,102,56,yellow,yellow,right,True,2026-04-12_13-13-47.008,2026-04-12_13-13-48.530,2026-04-12_13-13-49.852,2026-04-12_13-13-50.891
57,102,57,green,yellow,left,True,2026-04-12_13-13-55.159,2026-04-12_13-13-56.680,2026-04-12_13-13-58.025,2026-04-12_13-13-58.900
58,102,58,red,red,right,True,2026-04-12_13-14-03.071,2026-04-12_13-14-04.589,2026-04-12_13-14-05.791,2026-04-12_13-14-06.548
59,102,59,living_room,living_room,right,True,2026-04-12_13-14-10.655,2026-04-12_13-14-12.182,2026-04-12_13-14-13.225,2026-04-12_13-14-13.820
60,102,60,living_room,bathroom,left,True,2026-04-12_13-14-19.058,2026-04-12_13-14-20.581,2026-04-12_13-14-22.592,2026-04-12_13-14-23.764
61,102,61,red,red,right,True,2026-04-12_13-14-28.825,2026-04-12_13-14-30.347,2026-04-12_13-14-31.548,2026-04-12_13-14-32.372
62,102,62,yellow,yellow,right,True,2026-04-12_13-14-37.427,2026-04-12_13-14-38.948,2026-04-12_13-14-40.976,2026-04-12_13-14-41.563
63,102,63,kitchen,kitchen,right,True,2026-04-12_13-14-44.813,2026-04-12_13-14-46.338,2026-04-12_13-14-47.604,2026-04-12_13-14-48.580
64,102,64,green,green,right,True,2026-04-12_13-14-53.843,2026-04-12_13-14-55.365,2026-04-12_13-14-56.736,2026-04-12_13-14-57.763
65,102,65,bathroom,bathroom,right,True,2026-04-12_13-15-02.219,2026-04-12_13-15-03.739,2026-04-12_13-15-04.887,2026-04-12_13-15-05.699
66,102,66,green,green,right,True,2026-04-12_13-15-09.573,2026-04-12_13-15-11.098,2026-04-12_13-15-12.720,2026-04-12_13-15-13.475
67,102,67,kitchen,kitchen,right,True,2026-04-12_13-15-17.620,2026-04-12_13-15-19.139,2026-04-12_13-15-20.512,2026-04-12_13-15-21.323
68,102,68,red,red,right,True,2026-04-12_13-15-25.675,2026-04-12_13-15-27.198,2026-04-12_13-15-29.025,2026-04-12_13-15-29.980
69,102,69,kitchen,kitchen,right,True,2026-04-12_13-15-35.479,2026-04-12_13-15-37.005,2026-04-12_13-15-38.485,2026-04-12_13-15-39.387
70,102,70,living_room,bathroom,left,True,2026-04-12_13-15-43.427,2026-04-12_13-15-44.947,2026-04-12_13-15-46.274,2026-04-12_13-15-47.083
71,102,71,red,green,left,True,2026-04-12_13-15-51.651,2026-04-12_13-15-53.173,2026-04-12_13-15-54.862,2026-04-12_13-15-55.659
72,102,72,bathroom,living_room,left,True,2026-04-12_13-16-00.716,2026-04-12_13-16-02.240,2026-04-12_13-16-03.894,2026-04-12_13-16-04.692
73,102,73,kitchen,bathroom,left,True,2026-04-12_13-16-09.188,2026-04-12_13-16-10.705,2026-04-12_13-16-11.915,2026-04-12_13-16-12.739
74,102,74,red,yellow,left,True,2026-04-12_13-16-16.781,2026-04-12_13-16-18.306,2026-04-12_13-16-19.933,2026-04-12_13-16-20.700
75,102,75,bathroom,bathroom,right,True,2026-04-12_13-16-25.342,2026-04-12_13-16-26.865,2026-04-12_13-16-27.940,2026-04-12_13-16-28.884
76,102,76,red,red,right,True,2026-04-12_13-16-32.960,2026-04-12_13-16-34.481,2026-04-12_13-16-35.619,2026-04-12_13-16-36.740
77,102,77,kitchen,bathroom,left,True,2026-04-12_13-16-41.328,2026-04-12_13-16-42.848,2026-04-12_13-16-43.971,2026-04-12_13-16-45.179
78,102,78,yellow,green,left,True,2026-04-12_13-16-48.429,2026-04-12_13-16-49.948,2026-04-12_13-16-51.957,2026-04-12_13-16-52.715
79,102,79,bathroom,living_room,left,True,2026-04-12_13-16-57.325,2026-04-12_13-16-58.848,2026-04-12_13-17-00.765,2026-04-12_13-17-01.604
80,102,80,living_room,living_room,right,True,2026-04-12_13-17-06.657,2026-04-12_13-17-08.181,2026-04-12_13-17-09.567,2026-04-12_13-17-10.236
81,102,81,yellow,yellow,right,True,2026-04-12_13-17-14.723,2026-04-12_13-17-16.238,2026-04-12_13-17-17.967,2026-04-12_13-17-18.668
82,102,82,kitchen,kitchen,right,True,2026-04-12_13-17-22.622,2026-04-12_13-17-24.146,2026-04-12_13-17-25.612,2026-04-12_13-17-26.363
83,102,83,kitchen,kitchen,right,True,2026-04-12_13-17-31.225,2026-04-12_13-17-32.747,2026-04-12_13-17-33.883,2026-04-12_13-17-34.827
84,102,84,green,yellow,left,True,2026-04-12_13-17-40.023,2026-04-12_13-17-41.539,2026-04-12_13-17-42.918,2026-04-12_13-17-43.691
85,102,85,bathroom,kitchen,left,True,2026-04-12_13-17-49.088,2026-04-12_13-17-50.606,2026-04-12_13-17-52.374,2026-04-12_13-17-53.227
86,102,86,yellow,red,left,True,2026-04-12_13-17-57.980,2026-04-12_13-17-59.497,2026-04-12_13-18-01.044,2026-04-12_13-18-01.795
87,102,87,green,green,right,True,2026-04-12_13-18-07.095,2026-04-12_13-18-08.613,2026-04-12_13-18-10.574,2026-04-12_13-18-11.387
88,102,88,yellow,red,left,True,2026-04-12_13-18-16.357,2026-04-12_13-18-17.880,2026-04-12_13-18-19.122,2026-04-12_13-18-20.107
89,102,89,bathroom,bathroom,right,True,2026-04-12_13-18-25.043,2026-04-12_13-18-26.565,2026-04-12_13-18-27.679,2026-04-12_13-18-28.379
90,102,90,living_room,living_room,right,True,2026-04-12_13-18-33.194,2026-04-12_13-18-34.714,2026-04-12_13-18-36.393,2026-04-12_13-18-37.091
91,102,91,bathroom,living_room,left,True,2026-04-12_13-18-42.622,2026-04-12_13-18-44.138,2026-04-12_13-18-45.888,2026-04-12_13-18-46.668
92,102,92,kitchen,kitchen,right,True,2026-04-12_13-18-50.866,2026-04-12_13-18-52.389,2026-04-12_13-18-54.130,2026-04-12_13-18-55.067
93,102,93,bathroom,kitchen,left,True,2026-04-12_13-18-59.856,2026-04-12_13-19-01.381,2026-04-12_13-19-03.021,2026-04-12_13-19-03.780
94,102,94,living_room,living_room,right,True,2026-04-12_13-19-09.044,2026-04-12_13-19-10.563,2026-04-12_13-19-12.453,2026-04-12_13-19-13.043
95,102,95,living_room,bathroom,left,True,2026-04-12_13-19-17.065,2026-04-12_13-19-18.588,2026-04-12_13-19-20.370,2026-04-12_13-19-21.180
96,102,96,kitchen,living_room,left,True,2026-04-12_13-19-24.951,2026-04-12_13-19-26.472,2026-04-12_13-19-27.713,2026-04-12_13-19-29.180
97,102,97,yellow,green,left,True,2026-04-12_13-19-33.453,2026-04-12_13-19-34.973,2026-04-12_13-19-36.609,2026-04-12_13-19-37.667
98,102,98,kitchen,bathroom,left,True,2026-04-12_13-19-42.166,2026-04-12_13-19-43.689,2026-04-12_13-19-45.636,2026-04-12_13-19-46.555
99,102,99,kitchen,bathroom,left,True,2026-04-12_13-19-50.495,2026-04-12_13-19-52.013,2026-04-12_13-19-53.685,2026-04-12_13-19-54.603
100,102,100,yellow,red,left,True,2026-04-12_13-20-21.758,2026-04-12_13-20-23.280,2026-04-12_13-20-24.590,2026-04-12_13-20-25.555
101,102,101,red,green,left,True,2026-04-12_13-20-30.048,2026-04-12_13-20-31.572,2026-04-12_13-20-33.579,2026-04-12_13-20-34.323
102,102,102,green,yellow,left,True,2026-04-12_13-20-38.217,2026-04-12_13-20-39.738,2026-04-12_13-20-41.083,2026-04-12_13-20-41.875
103,102,103,red,yellow,left,True,2026-04-12_13-20-46.332,2026-04-12_13-20-47.856,2026-04-12_13-20-49.457,2026-04-12_13-20-50.195
104,102,104,yellow,yellow,right,True,2026-04-12_13-20-54.700,2026-04-12_13-20-56.222,2026-04-12_13-20-57.319,2026-04-12_13-20-58.251
105,102,105,green,red,left,True,2026-04-12_13-21-03.703,2026-04-12_13-21-05.222,2026-04-12_13-21-07.071,2026-04-12_13-21-07.835
106,102,106,yellow,yellow,right,True,2026-04-12_13-21-12.320,2026-04-12_13-21-13.839,2026-04-12_13-21-15.451,2026-04-12_13-21-16.363
107,102,107,yellow,yellow,right,True,2026-04-12_13-21-20.146,2026-04-12_13-21-21.663,2026-04-12_13-21-23.620,2026-04-12_13-21-24.403
108,102,108,bathroom,bathroom,right,True,2026-04-12_13-21-28.196,2026-04-12_13-21-29.714,2026-04-12_13-21-31.633,2026-04-12_13-21-32.907
109,102,109,yellow,green,left,True,2026-04-12_13-21-37.482,2026-04-12_13-21-39.005,2026-04-12_13-21-40.143,2026-04-12_13-21-40.827
110,102,110,red,red,right,True,2026-04-12_13-21-44.955,2026-04-12_13-21-46.473,2026-04-12_13-21-47.533,2026-04-12_13-21-48.403
111,102,111,red,yellow,left,True,2026-04-12_13-21-52.372,2026-04-12_13-21-53.889,2026-04-12_13-21-55.728,2026-04-12_13-21-56.739
112,102,112,yellow,yellow,right,True,2026-04-12_13-22-00.875,2026-04-12_13-22-02.398,2026-04-12_13-22-04.021,2026-04-12_13-22-04.836
113,102,113,living_room,living_room,right,True,2026-04-12_13-22-08.757,2026-04-12_13-22-10.281,2026-04-12_13-22-12.051,2026-04-12_13-22-12.708
114,102,114,bathroom,living_room,left,True,2026-04-12_13-22-17.440,2026-04-12_13-22-18.964,2026-04-12_13-22-20.899,2026-04-12_13-22-21.699
115,102,115,red,green,left,True,2026-04-12_13-22-27.567,2026-04-12_13-22-29.088,2026-04-12_13-22-30.890,2026-04-12_13-22-32.155
116,102,116,red,green,left,True,2026-04-12_13-22-36.381,2026-04-12_13-22-37.896,2026-04-12_13-22-39.616,2026-04-12_13-22-40.403
117,102,117,kitchen,kitchen,right,True,2026-04-12_13-22-43.902,2026-04-12_13-22-45.421,2026-04-12_13-22-47.090,2026-04-12_13-22-47.795
118,102,118,kitchen,kitchen,right,True,2026-04-12_13-22-53.034,2026-04-12_13-22-54.556,2026-04-12_13-22-56.043,2026-04-12_13-22-56.795
119,102,119,living_room,kitchen,left,True,2026-04-12_13-23-01.680,2026-04-12_13-23-03.197,2026-04-12_13-23-05.077,2026-04-12_13-23-05.867
120,102,120,red,red,right,True,2026-04-12_13-23-09.897,2026-04-12_13-23-11.414,2026-04-12_13-23-13.137,2026-04-12_13-23-14.043
121,102,121,yellow,yellow,right,True,2026-04-12_13-23-19.385,2026-04-12_13-23-20.907,2026-04-12_13-23-22.825,2026-04-12_13-23-23.491
122,102,122,living_room,bathroom,left,True,2026-04-12_13-23-28.602,2026-04-12_13-23-30.122,2026-04-12_13-23-31.343,2026-04-12_13-23-32.227
123,102,123,living_room,kitchen,left,True,2026-04-12_13-23-36.964,2026-04-12_13-23-38.481,2026-04-12_13-23-39.617,2026-04-12_13-23-40.363
124,102,124,yellow,red,left,True,2026-04-12_13-23-44.992,2026-04-12_13-23-46.515,2026-04-12_13-23-48.429,2026-04-12_13-23-49.267
125,102,125,red,red,right,True,2026-04-12_13-23-53.640,2026-04-12_13-23-55.164,2026-04-12_13-23-57.071,2026-04-12_13-23-57.883
126,102,126,red,yellow,left,True,2026-04-12_13-24-01.344,2026-04-12_13-24-02.864,2026-04-12_13-24-04.482,2026-04-12_13-24-05.219
127,102,127,green,yellow,left,True,2026-04-12_13-24-09.739,2026-04-12_13-24-11.256,2026-04-12_13-24-12.739,2026-04-12_13-24-13.467
128,102,128,kitchen,bathroom,left,True,2026-04-12_13-24-17.872,2026-04-12_13-24-19.398,2026-04-12_13-24-21.215,2026-04-12_13-24-22.307
129,102,129,green,yellow,left,True,2026-04-12_13-24-27.087,2026-04-12_13-24-28.606,2026-04-12_13-24-30.618,2026-04-12_13-24-31.211
130,102,130,living_room,kitchen,left,True,2026-04-12_13-24-35.662,2026-04-12_13-24-37.181,2026-04-12_13-24-39.124,2026-04-12_13-24-39.851
131,102,131,living_room,living_room,right,True,2026-04-12_13-24-43.940,2026-04-12_13-24-45.465,2026-04-12_13-24-46.507,2026-04-12_13-24-47.355
132,102,132,yellow,yellow,right,True,2026-04-12_13-24-52.031,2026-04-12_13-24-53.555,2026-04-12_13-24-54.743,2026-04-12_13-24-55.587
133,102,133,red,yellow,left,True,2026-04-12_13-24-59.850,2026-04-12_13-25-01.372,2026-04-12_13-25-03.176,2026-04-12_13-25-03.932
134,102,134,yellow,red,left,True,2026-04-12_13-25-09.237,2026-04-12_13-25-10.756,2026-04-12_13-25-12.346,2026-04-12_13-25-13.131
135,102,135,yellow,red,left,True,2026-04-12_13-25-17.777,2026-04-12_13-25-19.297,2026-04-12_13-25-21.318,2026-04-12_13-25-22.123
136,102,136,green,green,right,True,2026-04-12_13-25-27.237,2026-04-12_13-25-28.756,2026-04-12_13-25-30.075,2026-04-12_13-25-30.995
137,102,137,red,red,right,True,2026-04-12_13-25-35.108,2026-04-12_13-25-36.632,2026-04-12_13-25-37.855,2026-04-12_13-25-38.579
138,102,138,green,red,left,True,2026-04-12_13-25-43.461,2026-04-12_13-25-44.980,2026-04-12_13-25-46.284,2026-04-12_13-25-47.331
139,102,139,green,yellow,left,True,2026-04-12_13-25-51.272,2026-04-12_13-25-52.790,2026-04-12_13-25-54.044,2026-04-12_13-25-54.786
140,102,140,living_room,living_room,right,True,2026-04-12_13-25-59.684,2026-04-12_13-26-01.206,2026-04-12_13-26-02.521,2026-04-12_13-26-03.195
141,102,141,red,green,left,True,2026-04-12_13-26-06.561,2026-04-12_13-26-08.081,2026-04-12_13-26-09.865,2026-04-12_13-26-10.555
142,102,142,living_room,living_room,right,True,2026-04-12_13-26-16.121,2026-04-12_13-26-17.639,2026-04-12_13-26-18.675,2026-04-12_13-26-19.467
143,102,143,bathroom,living_room,left,True,2026-04-12_13-26-24.718,2026-04-12_13-26-26.239,2026-04-12_13-26-28.223,2026-04-12_13-26-29.099
144,102,144,living_room,living_room,right,True,2026-04-12_13-26-33.192,2026-04-12_13-26-34.713,2026-04-12_13-26-35.958,2026-04-12_13-26-36.875
145,102,145,bathroom,kitchen,left,True,2026-04-12_13-26-42.070,2026-04-12_13-26-43.590,2026-04-12_13-26-45.502,2026-04-12_13-26-46.675
146,102,146,kitchen,kitchen,right,True,2026-04-12_13-26-50.479,2026-04-12_13-26-51.997,2026-04-12_13-26-53.969,2026-04-12_13-26-54.851
147,102,147,bathroom,bathroom,right,True,2026-04-12_13-26-58.889,2026-04-12_13-27-00.416,2026-04-12_13-27-01.977,2026-04-12_13-27-02.795
148,102,148,bathroom,living_room,left,True,2026-04-12_13-27-08.475,2026-04-12_13-27-09.997,2026-04-12_13-27-12.010,2026-04-12_13-27-12.922
149,102,149,red,green,left,True,2026-04-12_13-27-17.136,2026-04-12_13-27-18.656,2026-04-12_13-27-19.821,2026-04-12_13-27-21.403
150,102,150,red,yellow,left,True,2026-04-12_13-27-55.413,2026-04-12_13-27-56.931,2026-04-12_13-27-58.444,2026-04-12_13-27-59.138
151,102,151,green,yellow,left,True,2026-04-12_13-28-04.222,2026-04-12_13-28-05.739,2026-04-12_13-28-07.077,2026-04-12_13-28-07.715
152,102,152,red,red,right,True,2026-04-12_13-28-11.479,2026-04-12_13-28-12.997,2026-04-12_13-28-14.125,2026-04-12_13-28-14.866
153,102,153,living_room,living_room,right,True,2026-04-12_13-28-20.136,2026-04-12_13-28-21.656,2026-04-12_13-28-22.931,2026-04-12_13-28-23.739
154,102,154,yellow,yellow,right,True,2026-04-12_13-28-28.063,2026-04-12_13-28-29.581,2026-04-12_13-28-31.017,2026-04-12_13-28-31.995
155,102,155,bathroom,living_room,left,True,2026-04-12_13-28-36.014,2026-04-12_13-28-37.531,2026-04-12_13-28-38.630,2026-04-12_13-28-39.515
156,102,156,red,red,right,True,2026-04-12_13-28-44.561,2026-04-12_13-28-46.081,2026-04-12_13-28-47.367,2026-04-12_13-28-48.147
157,102,157,bathroom,kitchen,left,True,2026-04-12_13-28-53.303,2026-04-12_13-28-54.822,2026-04-12_13-28-56.212,2026-04-12_13-28-57.563
158,102,158,kitchen,bathroom,left,True,2026-04-12_13-29-01.852,2026-04-12_13-29-03.373,2026-04-12_13-29-05.331,2026-04-12_13-29-06.050
159,102,159,kitchen,kitchen,right,True,2026-04-12_13-29-09.626,2026-04-12_13-29-11.148,2026-04-12_13-29-12.606,2026-04-12_13-29-13.283
160,102,160,yellow,green,left,True,2026-04-12_13-29-17.497,2026-04-12_13-29-19.016,2026-04-12_13-29-20.367,2026-04-12_13-29-21.347
161,102,161,bathroom,bathroom,right,True,2026-04-12_13-29-25.215,2026-04-12_13-29-26.739,2026-04-12_13-29-27.922,2026-04-12_13-29-28.658
162,102,162,red,yellow,left,True,2026-04-12_13-29-32.071,2026-04-12_13-29-33.589,2026-04-12_13-29-35.006,2026-04-12_13-29-35.795
163,102,163,living_room,living_room,right,True,2026-04-12_13-29-39.906,2026-04-12_13-29-41.431,2026-04-12_13-29-43.095,2026-04-12_13-29-43.954
164,102,164,red,green,left,True,2026-04-12_13-29-48.471,2026-04-12_13-29-49.989,2026-04-12_13-29-51.615,2026-04-12_13-29-52.403
165,102,165,kitchen,living_room,left,True,2026-04-12_13-29-57.542,2026-04-12_13-29-59.064,2026-04-12_13-30-00.879,2026-04-12_13-30-01.835
166,102,166,living_room,kitchen,left,True,2026-04-12_13-30-06.381,2026-04-12_13-30-07.898,2026-04-12_13-30-09.044,2026-04-12_13-30-09.867
167,102,167,kitchen,kitchen,right,True,2026-04-12_13-30-15.014,2026-04-12_13-30-16.540,2026-04-12_13-30-18.050,2026-04-12_13-30-18.650
168,102,168,green,red,left,True,2026-04-12_13-30-23.670,2026-04-12_13-30-25.189,2026-04-12_13-30-26.643,2026-04-12_13-30-27.275
169,102,169,living_room,kitchen,left,True,2026-04-12_13-30-32.282,2026-04-12_13-30-33.807,2026-04-12_13-30-35.509,2026-04-12_13-30-36.267
170,102,170,living_room,living_room,right,True,2026-04-12_13-30-40.716,2026-04-12_13-30-42.239,2026-04-12_13-30-43.610,2026-04-12_13-30-44.099
171,102,171,kitchen,kitchen,right,True,2026-04-12_13-30-48.118,2026-04-12_13-30-49.640,2026-04-12_13-30-51.566,2026-04-12_13-30-52.507
172,102,172,green,green,right,True,2026-04-12_13-30-58.485,2026-04-12_13-31-00.006,2026-04-12_13-31-01.954,2026-04-12_13-31-02.642
173,102,173,red,red,right,True,2026-04-12_13-31-07.362,2026-04-12_13-31-08.881,2026-04-12_13-31-10.112,2026-04-12_13-31-11.067
174,102,174,kitchen,kitchen,right,True,2026-04-12_13-31-15.188,2026-04-12_13-31-16.705,2026-04-12_13-31-18.099,2026-04-12_13-31-18.683
175,102,175,kitchen,kitchen,right,True,2026-04-12_13-31-22.112,2026-04-12_13-31-23.630,2026-04-12_13-31-25.542,2026-04-12_13-31-26.139
176,102,176,green,green,right,True,2026-04-12_13-31-31.022,2026-04-12_13-31-32.540,2026-04-12_13-31-33.889,2026-04-12_13-31-34.746
177,102,177,living_room,kitchen,left,True,2026-04-12_13-31-40.005,2026-04-12_13-31-41.524,2026-04-12_13-31-43.109,2026-04-12_13-31-43.923
178,102,178,living_room,bathroom,left,True,2026-04-12_13-31-47.746,2026-04-12_13-31-49.264,2026-04-12_13-31-50.947,2026-04-12_13-31-51.706
